,profile_educ,profile_gender,profile_homeown,profile_hhincome,profile_marital,dem_age_r_x,profile_region9,pid_x,presapp_track,presapp_job,presapp_jobstr,presapp_job_x,presapp_econ,presapp_econstr,presapp_econ_x,presapp_foreign,presapp_foreignstr,presapp_foreign_x,presapp_health,presapp_healthstr,presapp_health_x,presapp_war,presapp_warstr,presapp_war_x,libcpre_self,libcpre_choose,libcpre_dpc,libcpre_rpc,libcpre_ptyd,libcpre_ptyr,libcpo_self,libcpo_selfch,libcpo_hdc,libcpo_hrc,paprofile_libcon_self,paprofile_libcon_pres
2251,3. Some college,1. Male,3. Occupied without payment of cash rent,"12. $50,000 to $59,999",1. Married,42,8. Mountain,7. Strong Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,5. Slightly conservative,-1. Inapplicable,1. Extremely liberal,6. Conservative,2. Liberal,6. Conservative,6. Conservative,-1. Inapplicable,4. Moderate; middle of the road,6. Conservative,5. Slightly conservative,1. Extremely liberal
2252,3. Some college,1. Male,1. Owned or being bought by you or someone in your household,"9. $30,000 to $34,999",1. Married,67,1. New england,4. Independent,2. Wrong track,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,2. Not strongly,2. Approve not strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,1. Approve,2. Not strongly,2. Approve not strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,4. Moderate; middle of the road,3. Moderate {VOL},1. Extremely liberal,7. Extremely conservative,2. Liberal,7. Extremely conservative,3. Slightly liberal,-1. Inapplicable,1. Extremely liberal,6. Conservative,"4. Moderate, middle of the road",2. Liberal
2253,1. Less than high school,2. Female,2. Rented for cash,"8. $25,000 to $29,999",3. Divorced,51,2. Mid-atlantic,7. Strong Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,4. Moderate; middle of the road,2. Conservative,5. Slightly conservative,5. Slightly conservative,3. Slightly liberal,3. Slightly liberal,3. Slightly liberal,-1. Inapplicable,3. Slightly liberal,3. Slightly liberal,3. Slightly liberal,1. Extremely liberal
2254,2. High school,1. Male,1. Owned or being bought by you or someone in your household,"13. $60,000 to $74,999",1. Married,42,4. West-north central,7. Strong Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,6. Conservative,-1. Inapplicable,1. Extremely liberal,6. Conservative,1. Extremely liberal,7. Extremely conservative,6. Conservative,-1. Inapplicable,4. Moderate; middle of the road,6. Conservative,6. Conservative,1. Extremely liberal
2255,4. Bachelor's degree or higher,1. Male,1. Owned or being bought by you or someone in your household,"15. $85,000 to $99,999",1. Married,36,9. Pacific,5. Independent-Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,4. Moderate; middle of the road,3. Moderate {VOL},1. Extremely liberal,5. Slightly conservative,1. Extremely liberal,5. Slightly conservative,"-6. Not asked, unit nonresponse (no post-election interview)","-6. Not asked, unit nonresponse (no post-election interview)","-6. Not asked, unit nonresponse (no post-election interview)","-6. Not asked, unit nonresponse (no post-election interview)",6. Conservative,1. Extremely liberal
2256,4. Bachelor's degree or higher,2. Female,2. Rented for cash,"13. $60,000 to $74,999",3. Divorced,52,8. Mountain,1. Strong Democrat,1. Right direction,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,2. Liberal,-1. Inapplicable,3. Slightly liberal,7. Extremely conservative,2. Liberal,7. Extremely conservative,2. Liberal,-1. Inapplicable,2. Liberal,6. Conservative,2. Liberal,2. Liberal
2257,3. Some college,1. Male,1. Owned or being bought by you or someone in your household,"9. $30,000 to $34,999",1. Married,56,4. West-north central,5. Independent-Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,1. Approve,2. Not strongly,2. Approve not strongly,4. Moderate; middle of the road,2. Conservative,2. Liberal,4. Moderate; middle of the road,2. Liberal,3. Slightly liberal,7. Extremely conservative,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,7. Extremely conservative,1. Extremely liberal
2258,4. Bachelor's degree or higher,1. Male,1. Owned or being bought by you or someone in your household,"19. $175,000 or more",1. Married,60,4. West-north central,5. Independent-Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,1. Approve,1. Strongly,1. Approve strongly,4. Moderate; middle of the road,3. Moderate {VOL},1. Extremely liberal,6. Conservative,2. Liberal,6. Conservative,5. Slightly conservative,-1. Inapplicable,3. Slightly liberal,6. Conservative,5. Slightly conservative,2. Liberal
2259,3. Some college,2. Female,2. Rented for cash,"10. $35,000 to $39,999",5. Never married,40,9. Pacific,3. Independent-Democrat,1. Right direction,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Extremely liberal,-1. Inapplicable,3. Slightly liberal,6. Conservative,3. Slightly liberal,6. Conservative,1. Extremely liberal,-1. Inapplicable,2. Liberal,5. Slightly conservative,1. Extremely liberal,"4. Moderate, middle of the road"
2260,3. Some college,2. Female,1. Owned or being bought by you or someone in your household,"13. $60,000 to $74,999",1. Married,83,5. South atlantic,3. Independent-Democrat,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,4. Moderate; middle of the road,3. Moderate {VOL},1. Extremely liberal,5. Slightly conservative,1. Extremely liberal,6. Conservative,4. Moderate; middle of the road,-1. Inapplicable,1. Extremely liberal,6. Conservative,"4. Moderate, middle of the road",1. Extremely liberal
2261,2. High school,2. Female,1. Owned or being bought by you or someone in your household,"14. $75,000 to $84,999",1. Married,53,3. East-north central,3. Independent-Democrat,2. Wrong track,2. Disapprove,2. Not strongly,4. Disapprove not strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,1. Strongly,1. Approve strongly,4. Moderate; middle of the road,1. Liberal,2. Liberal,7. Extremely conservative,2. Liberal,5. Slightly conservative,4. Moderate; middle of the road,-1. Inapplicable,6. Conservative,3. Slightly liberal,"4. Moderate, middle of the road",2. Liberal
2262,2. High school,2. Female,1. Owned or being bought by you or someone in your household,"11. $40,000 to $49,999",6. Living with partner,46,7. West-south central,1. Strong Democrat,1. Right direction,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,1. Strongly,1. Approve strongly,4. Moderate; middle of the road,3. Moderate {VOL},7. Extremely conservative,1. Extremely liberal,7. Extremely conservative,1. Extremely liberal,-7. Deleted due to partial (post-election) interview,-7. Deleted due to partial (post-election) interview,-7. Deleted due to partial (post-election) interview,-7. Deleted due to partial (post-election) interview,"4. Moderate, middle of the road",3. Slightly liberal
2263,4. Bachelor's degree or higher,1. Male,1. Owned or being bought by you or someone in your household,"17. $125,000 to $149,999",1. Married,54,5. South atlantic,5. Independent-Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,6. Conservative,-1. Inapplicable,1. Extremely liberal,4. Moderate; middle of the road,1. Extremely liberal,6. Conservative,6. Conservative,-1. Inapplicable,1. Extremely liberal,4. Moderate; middle of the road,5. Slightly conservative,2. Liberal
2264,3. Some college,2. Female,1. Owned or being bought by you or someone in your household,"9. $30,000 to $34,999",5. Never married,48,5. South atlantic,2. Not very strong Democract,1. Right direction,1. Approve,1. Strongly,1. Approve strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,2. Not strongly,2. Approve not strongly,3. Slightly liberal,-1. Inapplicable,3. Slightly liberal,6. Conservative,3. Slightly liberal,6. Conservative,2. Liberal,-1. Inapplicable,4. Moderate; middle of the road,4. Moderate; middle of the road,"4. Moderate, middle of the road","4. Moderate, middle of the road"
2265,2. High school,1. Male,1. Owned or being bought by you or someone in your household,"10. $35,000 to $39,999",3. Divorced,39,4. West-north central,1. Strong Democrat,1. Right direction,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,4. Moderate; middle of the road,1. Liberal,3. Slightly liberal,5. Slightly conservative,2. Liberal,6. Conservative,4. Moderate; middle of the road,-1. Inapplicable,3. Slightly liberal,6. Conservative,"4. Moderate, middle of the road","4. Moderate, middle of the road"
2266,3. Some college,2. Female,1. Owned or being bought by you or someone in your household,"12. $50,000 to $59,999",1. Married,52,9. Pacific,1. Strong Democrat,1. Right direction,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,1. Strongly,1. Approve strongly,3. Slightly liberal,-1. Inapplicable,3. Slightly liberal,1. Extremely liberal,3. Slightly liberal,2. Liberal,5. Slightly conservative,-1. Inapplicable,4. Moderate; middle of the road,-1. Inapplicable,3. Slightly liberal,3. Slightly liberal
2267,2. High school,2. Female,1. Owned or being bought by you or someone in your household,"11. $40,000 to $49,999",3. Divorced,77,2. Mid-atlantic,1. Strong Democrat,2. Wrong track,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,4. Moderate; middle of the road,3. Moderate {VOL},4. Moderate; middle of the road,3. Slightly liberal,4. Moderate; middle of the road,3. Slightly liberal,4. Moderate; middle of the road,-1. Inapplicable,4. Moderate; middle of the road,4. Moderate; middle of the road,"4. Moderate, middle of the road",-9. Refused
2268,3. Some college,1. Male,1. Owned or being bought by you or someone in your household,"9. $30,000 to $34,999",6. Living with partner,64,2. Mid-atlantic,7. Strong Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,3. Slightly liberal,-1. Inapplicable,5. Slightly conservative,3. Slightly liberal,5. Slightly conservative,3. Slightly liberal,4. Moderate; middle of the road,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,3. Slightly liberal,5. Slightly conservative
2269,4. Bachelor's degree or higher,1. Male,1. Owned or being bought by you or someone in your household,"18. $150,000 to $174,999",1. Married,65,9. Pacific,5. Independent-Republican,1. Right direction,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,1. Strongly,1. Approve strongly,4. Moderate; middle of the road,3. Moderate {VOL},2. Liberal,7. Extremely conservative,2. Liberal,7. Extremely conservative,5. Slightly conservative,-1. Inapplicable,2. Liberal,6. Conservative,5. Slightly conservative,2. Liberal
2270,4. Bachelor's degree or higher,2. Female,1. Owned or being bought by you or someone in your household,"15. $85,000 to $99,999",2. Widowed,81,6. East-south central,5. Independent-Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,3. Slightly liberal,-1. Inapplicable,1. Extremely liberal,4. Moderate; middle of the road,2. Liberal,5. Slightly conservative,3. Slightly liberal,-1. Inapplicable,2. Liberal,6. Conservative,3. Slightly liberal,1. Extremely liberal
2271,4. Bachelor's degree or higher,1. Male,1. Owned or being bought by you or someone in your household,"19. $175,000 or more",6. Living with partner,23,4. West-north central,2. Not very strong Democract,2. Wrong track,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,1. Strongly,1. Approve strongly,1. Extremely liberal,-1. Inapplicable,3. Slightly liberal,7. Extremely conservative,5. Slightly conservative,7. Extremely conservative,1. Extremely liberal,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,1. Extremely liberal,3. Slightly liberal
2272,2. High school,2. Female,1. Owned or being bought by you or someone in your household,"13. $60,000 to $74,999",1. Married,53,9. Pacific,1. Strong Democrat,1. Right direction,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,2. Liberal,-1. Inapplicable,4. Moderate; middle of the road,7. Extremely conservative,3. Slightly liberal,7. Extremely conservative,2. Liberal,-1. Inapplicable,2. Liberal,-1. Inapplicable,2. Liberal,3. Slightly liberal
2273,4. Bachelor's degree or higher,2. Female,1. Owned or being bought by you or someone in your household,"14. $75,000 to $84,999",1. Married,54,1. New england,1. Strong Democrat,1. Right direction,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,2. Liberal,-1. Inapplicable,3. Slightly liberal,6. Conservative,3. Slightly liberal,7. Extremely conservative,1. Extremely liberal,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,2. Liberal,2. Liberal
2274,4. Bachelor's degree or higher,1. Male,3. Occupied without payment of cash rent,"19. $175,000 or more",1. Married,63,2. Mid-atlantic,1. Strong Democrat,1. Right direction,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,3. Slightly liberal,-1. Inapplicable,3. Slightly liberal,7. Extremely conservative,2. Liberal,7. Extremely conservative,3. Slightly liberal,-1. Inapplicable,3. Slightly liberal,4. Moderate; middle of the road,"4. Moderate, middle of the road","4. Moderate, middle of the road"
2275,2. High school,1. Male,1. Owned or being bought by you or someone in your household,"12. $50,000 to $59,999",1. Married,57,2. Mid-atlantic,7. Strong Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,6. Conservative,-1. Inapplicable,1. Extremely liberal,6. Conservative,1. Extremely liberal,7. Extremely conservative,6. Conservative,-1. Inapplicable,2. Liberal,6. Conservative,6. Conservative,1. Extremely liberal
2276,3. Some college,2. Female,1. Owned or being bought by you or someone in your household,"11. $40,000 to $49,999",6. Living with partner,39,6. East-south central,6. Not very strong Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,1. Approve,2. Not strongly,2. Approve not strongly,5. Slightly conservative,-1. Inapplicable,2. Liberal,6. Conservative,1. Extremely liberal,6. Conservative,5. Slightly conservative,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,"4. Moderate, middle of the road",2. Liberal
2277,2. High school,2. Female,1. Owned or being bought by you or someone in your household,"18. $150,000 to $174,999",1. Married,57,9. Pacific,1. Strong Democrat,1. Right direction,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,4. Moderate; middle of the road,3. Moderate {VOL},3. Slightly liberal,7. Extremely conservative,3. Slightly liberal,6. Conservative,4. Moderate; middle of the road,-1. Inapplicable,3. Slightly liberal,2. Liberal,3. Slightly liberal,3. Slightly liberal
2278,3. Some college,2. Female,1. Owned or being bought by you or someone in your household,"9. $30,000 to $34,999",3. Divorced,55,3. East-north central,1. Strong Democrat,1. Right direction,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,4. Moderate; middle of the road,3. Moderate {VOL},2. Liberal,7. Extremely conservative,2. Liberal,7. Extremely conservative,4. Moderate; middle of the road,-1. Inapplicable,2. Liberal,7. Extremely conservative,"4. Moderate, middle of the road","4. Moderate, middle of the road"
2279,4. Bachelor's degree or higher,1. Male,1. Owned or being bought by you or someone in your household,"11. $40,000 to $49,999",5. Never married,31,5. South atlantic,4. Independent,2. Wrong track,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,-9. Refused,-9. Refused,4. Moderate; middle of the road,3. Moderate {VOL},2. Liberal,6. Conservative,3. Slightly liberal,7. Extremely conservative,3. Slightly liberal,-1. Inapplicable,5. Slightly conservative,-9. Refused,"4. Moderate, middle of the road",3. Slightly liberal
2280,4. Bachelor's degree or higher,1. Male,1. Owned or being bought by you or someone in your household,"17. $125,000 to $149,999",1. Married,34,9. Pacific,6. Not very strong Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,6. Conservative,-1. Inapplicable,1. Extremely liberal,4. Moderate; middle of the road,1. Extremely liberal,5. Slightly conservative,6. Conservative,-1. Inapplicable,-1. Inapplicable,6. Conservative,6. Conservative,1. Extremely liberal
2281,3. Some college,2. Female,2. Rented for cash,"13. $60,000 to $74,999",5. Never married,74,2. Mid-atlantic,1. Strong Democrat,1. Right direction,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,3. Slightly liberal,-1. Inapplicable,3. Slightly liberal,6. Conservative,3. Slightly liberal,7. Extremely conservative,2. Liberal,-1. Inapplicable,3. Slightly liberal,-1. Inapplicable,3. Slightly liberal,3. Slightly liberal
2282,4. Bachelor's degree or higher,2. Female,1. Owned or being bought by you or someone in your household,"15. $85,000 to $99,999",5. Never married,51,5. South atlantic,1. Strong Democrat,1. Right direction,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,2. Not strongly,2. Approve not strongly,3. Slightly liberal,-1. Inapplicable,3. Slightly liberal,6. Conservative,3. Slightly liberal,6. Conservative,3. Slightly liberal,-1. Inapplicable,4. Moderate; middle of the road,4. Moderate; middle of the road,3. Slightly liberal,3. Slightly liberal
2283,3. Some college,2. Female,1. Owned or being bought by you or someone in your household,"15. $85,000 to $99,999",6. Living with partner,69,5. South atlantic,4. Independent,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,4. Moderate; middle of the road,3. Moderate {VOL},1. Extremely liberal,6. Conservative,1. Extremely liberal,7. Extremely conservative,4. Moderate; middle of the road,-1. Inapplicable,-1. Inapplicable,7. Extremely conservative,"4. Moderate, middle of the road",1. Extremely liberal
2284,4. Bachelor's degree or higher,1. Male,1. Owned or being bought by you or someone in your household,"16. $100,000 to $124,999",1. Married,39,5. South atlantic,7. Strong Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,7. Extremely conservative,-1. Inapplicable,1. Extremely liberal,6. Conservative,1. Extremely liberal,5. Slightly conservative,7. Extremely conservative,-1. Inapplicable,-1. Inapplicable,6. Conservative,7. Extremely conservative,1. Extremely liberal
2285,3. Some college,1. Male,1. Owned or being bought by you or someone in your household,"16. $100,000 to $124,999",3. Divorced,46,9. Pacific,5. Independent-Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,1. Approve,2. Not strongly,2. Approve not strongly,6. Conservative,-1. Inapplicable,2. Liberal,5. Slightly conservative,2. Liberal,5. Slightly conservative,6. Conservative,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,6. Conservative,2. Liberal
2286,3. Some college,1. Male,1. Owned or being bought by you or someone in your household,"12. $50,000 to $59,999",5. Never married,55,8. Mountain,1. Strong Democrat,1. Right direction,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,2. Not strongly,2. Approve not strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,1. Strongly,1. Approve strongly,3. Slightly liberal,-1. Inapplicable,3. Slightly liberal,5. Slightly conservative,3. Slightly liberal,5. Slightly conservative,3. Slightly liberal,-1. Inapplicable,3. Slightly liberal,4. Moderate; middle of the road,"4. Moderate, middle of the road",3. Slightly liberal
2287,4. Bachelor's degree or higher,1. Male,1. Owned or being bought by you or someone in your household,"16. $100,000 to $124,999",1. Married,49,2. Mid-atlantic,2. Not very strong Democract,2. Wrong track,2. Disapprove,2. Not strongly,4. Disapprove not strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,1. Approve,1. Strongly,1. Approve strongly,2. Disapprove,2. Not strongly,4. Disapprove not strongly,1. Approve,1. Strongly,1. Approve strongly,2. Liberal,-1. Inapplicable,4. Moderate; middle of the road,6. Conservative,4. Moderate; middle of the road,7. Extremely conservative,3. Slightly liberal,-1. Inapplicable,5. Slightly conservative,6. Conservative,2. Liberal,3. Slightly liberal
2288,3. Some college,2. Female,1. Owned or being bought by you or someone in your household,"14. $75,000 to $84,999",1. Married,45,8. Mountain,7. Strong Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,6. Conservative,-1. Inapplicable,1. Extremely liberal,4. Moderate; middle of the road,1. Extremely liberal,4. Moderate; middle of the road,6. Conservative,-1. Inapplicable,2. Liberal,4. Moderate; middle of the road,6. Conservative,1. Extremely liberal
2289,4. Bachelor's degree or higher,2. Female,1. Owned or being bought by you or someone in your household,"13. $60,000 to $74,999",1. Married,63,8. Mountain,7. Strong Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,6. Conservative,-1. Inapplicable,1. Extremely liberal,6. Conservative,1. Extremely liberal,6. Conservative,6. Conservative,-1. Inapplicable,-1. Inapplicable,-1. Inapplicable,6. Conservative,1. Extremely liberal
2290,4. Bachelor's degree or higher,2. Female,2. Rented for cash,"15. $85,000 to $99,999",3. Divorced,41,9. Pacific,2. Not very strong Democract,2. Wrong track,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,2. Not strongly,2. Approve not strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,2. Not strongly,2. Approve not strongly,2. Liberal,-1. Inapplicable,3. Slightly liberal,6. Conservative,3. Slightly liberal,5. Slightly conservative,"-6. Not asked, unit nonresponse (no post-election interview)","-6. Not asked, unit nonresponse (no post-election interview)","-6. Not asked, unit nonresponse (no post-election interview)","-6. Not asked, unit nonresponse (no post-election interview)",3. Slightly liberal,3. Slightly liberal
2291,1. Less than high school,2. Female,2. Rented for cash,"12. $50,000 to $59,999",1. Married,45,2. Mid-atlantic,1. Strong Democrat,2. Wrong track,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,1. Approve,1. Strongly,1. Approve strongly,2. Liberal,-1. Inapplicable,2. Liberal,6. Conservative,2. Liberal,7. Extremely conservative,2. Liberal,-1. Inapplicable,4. Moderate; middle of the road,3. Slightly liberal,2. Liberal,2. Liberal
2292,2. High school,2. Female,1. Owned or being bought by you or someone in your household,"15. $85,000 to $99,999",5. Never married,20,5. South atlantic,7. Strong Republican,2. Wrong track,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,2. Disapprove,1. Strongly,5. Disapprove strongly,4. Moderate; middle of the road,2. Conservative,2. Liberal,6. Conservative,1. Extremely liberal,7. Extremely conservative,5. Slightly conservative,-1. Inapplicable,1. Extremely liberal,1. Extremely liberal,"4. Moderate, middle of the road",2. Liberal
