reportnumber,origin,filerid,filertype,filername,firstname,middleinitial,lastname,office,legislativedistrict,position,party,jurisdiction,jurisdictioncounty,jurisdictiontype,electionyear,amount,recordtype,fromdate,thrudate,debtdate,code,description,vendorname,vendoraddress,vendorcity,vendorstate,vendorzip
100447221,B.3,FARRT  408,Candidate,FARRELL TIMOTHY M,TIMOTHY,M,FARRELL,COUNTY ASSESSOR,STATE REPRESENTATIVE,43,2,DEMOCRAT,LEG DISTRICT 43 - HOUSE,KING,Legislative,2012,129.79,DEBT,9/1/11,9/30/11,5/2/11,Operation and Overhead,REIMB. MTG EXP (MERCATO),CHOPP FRANK V,1414 DEXTER AVENUE N SUITE 210,SEATTLE,WA
100449356,B.3,VANDK  382,Candidate,VAN DE WEGE KEVIN W,KEVIN,W,VAN DE WEGE,STATE REPRESENTATIVE,STATE SENATOR,40,,DEMOCRAT,LEG DISTRICT 40 - SENATE,SKAGIT,Legislative,2012,219,DEBT,11/1/11,11/30/11,11/11/11,Fundraising,FUNDRAISER TRAVEL,WESTWIND AVIATION,56 WESTCOTT DRIVE,FRIDAY HARBOR,WA
100449613,B.3,MOSCL  043,Candidate,MOSCOSO LUIS S,LUIS,S,MOSCOSO,STATE REPRESENTATIVE,STATE REPRESENTATIVE,43,2,DEMOCRAT,LEG DISTRICT 43 - HOUSE,KING,Legislative,2012,300,DEBT,10/1/11,10/31/11,9/30/11,Operation and Overhead,SEPTEMBER TREASURY,ARGO STRATEGIES,PO BOX 9100 ,SEATTLE,WA
100449629,B.3,SULLP  042,Candidate,SULLIVAN PATRICK J,PATRICK,J,SULLIVAN,STATE REPRESENTATIVE,STATE REPRESENTATIVE,43,2,DEMOCRAT,LEG DISTRICT 43 - HOUSE,KING,Legislative,2012,129.79,DEBT,9/1/11,9/30/11,5/2/11,Operation and Overhead,REIMB. MTG EXP (MERCATO),CHOPP FRANK V,1414 DEXTER AVENUE N SUITE 210,SEATTLE,WA
100440012,B.3,MCINJ  115,Candidate,MCINTIRE JAMES L,JAMES,L,MCINTIRE,STATE TREASURER,STATE REPRESENTATIVE,45,2,DEMOCRAT,LEG DISTRICT 45 - HOUSE,KING,Legislative,2012,1600,DEBT,6/1/11,6/30/11,6/30/11,Operation and Overhead,JUNE FUNDRAISING,RUDERMAN CONSULTING,11508 NE  107TH PLACE ,KIRKLAND,WA
100446273,B.3,LIIAM  204,Candidate,LIIAS MARKO S,MARKO,S,LIIAS,STATE REPRESENTATIVE,STATE REPRESENTATIVE,43,2,DEMOCRAT,LEG DISTRICT 43 - HOUSE,KING,Legislative,2012,129.79,DEBT,9/1/11,9/30/11,5/2/11,Operation and Overhead,REIMB. MTG EXP (MERCATO),CHOPP FRANK V,1414 DEXTER AVENUE N SUITE 210,SEATTLE,WA
100449603,B.3,LIIAM  204,Candidate,LIIAS MARKO S,MARKO,S,LIIAS,STATE REPRESENTATIVE,STATE REPRESENTATIVE,43,2,DEMOCRAT,LEG DISTRICT 43 - HOUSE,KING,Legislative,2012,129.79,DEBT,9/1/11,9/30/11,5/2/11,Operation and Overhead,REIMB. MTG EXP (MERCATO),CHOPP FRANK V,1414 DEXTER AVENUE N SUITE 210,SEATTLE,WA
100454280,B.3,LADEJ2 408,Candidate,LADENBURG JOHN W SR,JOHN,W,LADENBURG,STATE SUPREME COURT JUSTICE,STATE REPRESENTATIVE,43,2,DEMOCRAT,LEG DISTRICT 43 - HOUSE,KING,Legislative,2012,129.79,DEBT,9/1/11,9/30/11,5/2/11,Operation and Overhead,REIMB. MTG EXP (MERCATO),CHOPP FRANK V,1414 DEXTER AVENUE N SUITE 210,SEATTLE,WA
100454526,B.3,MCINJ  115,Candidate,MCINTIRE JAMES L,JAMES,L,MCINTIRE,STATE TREASURER,STATE REPRESENTATIVE,28,1,DEMOCRAT,LEG DISTRICT 28 - HOUSE,PIERCE,Legislative,2012,285.75,DEBT,11/1/11,11/30/11,11/30/11,,ACCOUNTING/COMPLIANCE,PROJECT ACCOUNTING SERVICES,603 STEWART ST #819,SEATTLE,WA
100454674,B.3,BROWL  204,Candidate,BROWN LISA J,LISA,J,BROWN,STATE SENATOR,STATE REPRESENTATIVE,34,1,DEMOCRAT,LEG DISTRICT 34 - HOUSE,KING,Legislative,2012,300,DEBT,11/1/11,11/30/11,11/30/11,Operation and Overhead,NOVEMBER TREASURY,ARGO STRATEGIES,PO BOX 9100 ,SEATTLE,WA
100449540,B.3,CHOPF  103,Candidate,CHOPP FRANK V,FRANK,V,CHOPP,STATE REPRESENTATIVE,GOVERNOR,,,DEMOCRAT,"GOVERNOR, OFFICE OF",,Statewide,2012,13999.4,DEBT,11/1/11,11/30/11,11/30/11,,CONSULTING/TRAVEL,NEWMAN PARTNERS,712 35TH AVE,SEATTLE,WA
100446170,B.3,DUNSH  291,Candidate,DUNSHEE HANS M,HANS,M,DUNSHEE,STATE REPRESENTATIVE,STATE REPRESENTATIVE,45,2,DEMOCRAT,LEG DISTRICT 45 - HOUSE,KING,Legislative,2012,1600,DEBT,6/1/11,6/30/11,6/30/11,Operation and Overhead,JUNE FUNDRAISING,RUDERMAN CONSULTING,11508 NE  107TH PLACE ,KIRKLAND,WA
100439795,B.3,NASSC2 110,Candidate,ROLFES CHRISTINE N,CHRISTINE,N,ROLFES,STATE SENATOR,STATE REPRESENTATIVE,45,2,DEMOCRAT,LEG DISTRICT 45 - HOUSE,KING,Legislative,2012,1600,DEBT,6/1/11,6/30/11,6/30/11,Operation and Overhead,JUNE FUNDRAISING,RUDERMAN CONSULTING,11508 NE  107TH PLACE ,KIRKLAND,WA
100450235,B.3,LADEJ2 408,Candidate,LADENBURG JOHN W SR,JOHN,W,LADENBURG,STATE SUPREME COURT JUSTICE,STATE REPRESENTATIVE,43,2,DEMOCRAT,LEG DISTRICT 43 - HOUSE,KING,Legislative,2012,75.8,DEBT,10/1/11,10/31/11,7/6/11,Operation and Overhead,REIMB. MTG EXP (TUTTA BELLA),CHOPP FRANK V,1414 DEXTER AVENUE N SUITE 210,SEATTLE,WA
100457937,B.3,FARRJ  102,Candidate,FARRELL JESSYN,JESSYN,S,FARRELL,STATE REPRESENTATIVE,STATE REPRESENTATIVE,43,2,DEMOCRAT,LEG DISTRICT 43 - HOUSE,KING,Legislative,2012,75.8,DEBT,10/1/11,10/31/11,7/6/11,Operation and Overhead,REIMB. MTG EXP (TUTTA BELLA),CHOPP FRANK V,1414 DEXTER AVENUE N SUITE 210,SEATTLE,WA
100458481,B.3,FEY J  422,Candidate,FEY JACOB C,JACOB,C,FEY,STATE REPRESENTATIVE,STATE SENATOR,40,,DEMOCRAT,LEG DISTRICT 40 - SENATE,SKAGIT,Legislative,2012,219,DEBT,11/1/11,11/30/11,11/11/11,Fundraising,FUNDRAISER TRAVEL,WESTWIND AVIATION,56 WESTCOTT DRIVE,FRIDAY HARBOR,WA
100437902,B.3,DUNSH  291,Candidate,DUNSHEE HANS M,HANS,M,DUNSHEE,STATE REPRESENTATIVE,ATTORNEY GENERAL,,,DEMOCRAT,"ATTORNEY GENERAL, OFFICE OF",,Statewide,2012,1210.5,DEBT,6/1/11,6/30/11,6/30/11,,ACCOUNTING/COMPLIANCE,PROJECT ACCOUNTING SERVICES,603 STEWART ST STE 819,SEATTLE,WA
100437948,B.3,MORRJ  273,Candidate,MORRIS JEFFREY R,JEFFREY,R,MORRIS,STATE REPRESENTATIVE,ATTORNEY GENERAL,,,DEMOCRAT,"ATTORNEY GENERAL, OFFICE OF",,Statewide,2012,1210.5,DEBT,6/1/11,6/30/11,6/30/11,,ACCOUNTING/COMPLIANCE,PROJECT ACCOUNTING SERVICES,603 STEWART ST STE 819,SEATTLE,WA
100437995,B.3,SPRIL  033,Candidate,SPRINGER LAWRENCE S,LAWRENCE,S,SPRINGER,STATE REPRESENTATIVE,STATE REPRESENTATIVE,21,2,DEMOCRAT,LEG DISTRICT 21 - HOUSE,SNOHOMISH,Legislative,2012,2500,DEBT,10/1/11,10/31/11,11/5/10,Operation and Overhead,WIN BONUS,TR STRATEGIES,1612 SPRINGWOOD AVENUE NE ,OLYMPIA,WA
100458484,B.3,LIIAM  204,Candidate,LIIAS MARKO S,MARKO,S,LIIAS,STATE REPRESENTATIVE,STATE REPRESENTATIVE,48,1,DEMOCRAT,LEG DISTRICT 48 - HOUSE,KING,Legislative,2012,373.5,DEBT,1/1/12,1/31/12,1/31/12,,ACCOUNTING/COMPLIANCE,PROJECT ACCOUNTING SERVICES,603 STEWART ST STE 819,SEATTLE,WA
100458575,B.3,NICKG  116,Candidate,NICKELS GREGORY J,GREGORY,J,NICKELS,SECRETARY OF STATE,STATE SENATOR,40,,DEMOCRAT,LEG DISTRICT 40 - SENATE,SKAGIT,Legislative,2012,225,DEBT,1/1/12,1/31/12,1/31/12,Management Services,JANUARY TREASURY,ARGO STRATEGIES,PO BOX 9100,SEATTLE,WA
100458625,B.3,BROWL  204,Candidate,BROWN LISA J,LISA,J,BROWN,STATE SENATOR,STATE SENATOR,40,,DEMOCRAT,LEG DISTRICT 40 - SENATE,SKAGIT,Legislative,2012,225,DEBT,1/1/12,1/31/12,1/31/12,Management Services,JANUARY TREASURY,ARGO STRATEGIES,PO BOX 9100,SEATTLE,WA
100441798,B.3,CHOPF  103,Candidate,CHOPP FRANK V,FRANK,V,CHOPP,STATE REPRESENTATIVE,STATE REPRESENTATIVE,32,1,DEMOCRAT,LEG DISTRICT 32 - HOUSE,KING,Legislative,2012,300,DEBT,10/1/11,10/31/11,10/31/11,Operation and Overhead,OCTOBER TREASURY,ARGO STRATEGIES,PO BOX 9100 ,SEATTLE,WA
100441803,B.3,CHOPF  103,Candidate,CHOPP FRANK V,FRANK,V,CHOPP,STATE REPRESENTATIVE,STATE REPRESENTATIVE,26,2,REPUBLICAN,LEG DISTRICT 26 - HOUSE,PIERCE,Legislative,2012,62.97,DEBT,10/1/11,10/31/11,10/16/11,,OFFICE SUPPLIES/ WATER FOR KICKOFF,RICHARDS DOUGLAS R,P.O. BOX 1052,PORT ORCHARD,WA
100446291,B.3,PETTE  118,Candidate,PETTIGREW ERIC,ERIC,,PETTIGREW,STATE REPRESENTATIVE,STATE REPRESENTATIVE,28,1,DEMOCRAT,LEG DISTRICT 28 - HOUSE,PIERCE,Legislative,2012,285.75,DEBT,11/1/11,11/30/11,11/30/11,,ACCOUNTING/COMPLIANCE,PROJECT ACCOUNTING SERVICES,603 STEWART ST #819,SEATTLE,WA
100454169,B.3,GONZS  104,Candidate,GONZALEZ STEVEN C,STEVEN,C,GONZALEZ,STATE SUPREME COURT JUSTICE,STATE REPRESENTATIVE,48,1,DEMOCRAT,LEG DISTRICT 48 - HOUSE,KING,Legislative,2012,373.5,DEBT,1/1/12,1/31/12,1/31/12,,ACCOUNTING/COMPLIANCE,PROJECT ACCOUNTING SERVICES,603 STEWART ST STE 819,SEATTLE,WA
100446285,B.3,MOSCL  043,Candidate,MOSCOSO LUIS S,LUIS,S,MOSCOSO,STATE REPRESENTATIVE,STATE REPRESENTATIVE,21,2,DEMOCRAT,LEG DISTRICT 21 - HOUSE,SNOHOMISH,Legislative,2012,2500,DEBT,12/1/11,12/31/11,11/5/10,Operation and Overhead,WIN BONUS,TR STRATEGIES,1612 SPRINGWOOD AVENUE NE ,OLYMPIA,WA
100446407,B.3,SULLP  042,Candidate,SULLIVAN PATRICK J,PATRICK,J,SULLIVAN,STATE REPRESENTATIVE,STATE REPRESENTATIVE,21,2,DEMOCRAT,LEG DISTRICT 21 - HOUSE,SNOHOMISH,Legislative,2012,2500,DEBT,12/1/11,12/31/11,11/5/10,Operation and Overhead,WIN BONUS,TR STRATEGIES,1612 SPRINGWOOD AVENUE NE ,OLYMPIA,WA
100446414,B.3,VANDK  382,Candidate,VAN DE WEGE KEVIN W,KEVIN,W,VAN DE WEGE,STATE REPRESENTATIVE,STATE REPRESENTATIVE,21,2,DEMOCRAT,LEG DISTRICT 21 - HOUSE,SNOHOMISH,Legislative,2012,2500,DEBT,12/1/11,12/31/11,11/5/10,Operation and Overhead,WIN BONUS,TR STRATEGIES,1612 SPRINGWOOD AVENUE NE ,OLYMPIA,WA
100449353,B.3,VANDK  382,Candidate,VAN DE WEGE KEVIN W,KEVIN,W,VAN DE WEGE,STATE REPRESENTATIVE,STATE REPRESENTATIVE,45,2,DEMOCRAT,LEG DISTRICT 45 - HOUSE,KING,Legislative,2012,300,DEBT,12/1/11,12/31/11,12/31/11,Operation and Overhead,DECEMBER TREASURY,ARGO STRATEGIES,PO BOX 9100 ,SEATTLE,WA
100440449,B.3,INSLJ  110,Candidate,INSLEE JAY R,JAY,R,INSLEE,GOVERNOR,ATTORNEY GENERAL,,,DEMOCRAT,"ATTORNEY GENERAL, OFFICE OF",,Statewide,2012,1210.5,DEBT,6/1/11,6/30/11,6/30/11,,ACCOUNTING/COMPLIANCE,PROJECT ACCOUNTING SERVICES,603 STEWART ST STE 819,SEATTLE,WA
100449355,B.3,VANDK  382,Candidate,VAN DE WEGE KEVIN W,KEVIN,W,VAN DE WEGE,STATE REPRESENTATIVE,STATE REPRESENTATIVE,43,2,DEMOCRAT,LEG DISTRICT 43 - HOUSE,KING,Legislative,2012,129.79,DEBT,9/1/11,9/30/11,5/2/11,Operation and Overhead,REIMB. MTG EXP (MERCATO),CHOPP FRANK V,1414 DEXTER AVENUE N SUITE 210,SEATTLE,WA
100441074,B.3,FERGR  115,Candidate,FERGUSON ROBERT W,ROBERT,W,FERGUSON,ATTORNEY GENERAL,ATTORNEY GENERAL,,,DEMOCRAT,"ATTORNEY GENERAL, OFFICE OF",,Statewide,2012,1210.5,DEBT,6/1/11,6/30/11,6/30/11,,ACCOUNTING/COMPLIANCE,PROJECT ACCOUNTING SERVICES,603 STEWART ST STE 819,SEATTLE,WA
100449610,B.3,MORRJ  273,Candidate,MORRIS JEFFREY R,JEFFREY,R,MORRIS,STATE REPRESENTATIVE,STATE REPRESENTATIVE,45,2,DEMOCRAT,LEG DISTRICT 45 - HOUSE,KING,Legislative,2012,300,DEBT,11/1/11,11/30/11,11/30/11,Operation and Overhead,NOVEMBER TREASURY,ARGO STRATEGIES,PO BOX 9100 ,SEATTLE,WA
100449623,B.3,SEAQL  335,Candidate,SEAQUIST LARRY R,LARRY,R,SEAQUIST,STATE REPRESENTATIVE,STATE REPRESENTATIVE,43,2,DEMOCRAT,LEG DISTRICT 43 - HOUSE,KING,Legislative,2012,129.79,DEBT,9/1/11,9/30/11,5/2/11,Operation and Overhead,REIMB. MTG EXP (MERCATO),CHOPP FRANK V,1414 DEXTER AVENUE N SUITE 210,SEATTLE,WA
100449624,B.3,SPRIL  033,Candidate,SPRINGER LAWRENCE S,LAWRENCE,S,SPRINGER,STATE REPRESENTATIVE,STATE REPRESENTATIVE,43,2,DEMOCRAT,LEG DISTRICT 43 - HOUSE,KING,Legislative,2012,129.79,DEBT,9/1/11,9/30/11,5/2/11,Operation and Overhead,REIMB. MTG EXP (MERCATO),CHOPP FRANK V,1414 DEXTER AVENUE N SUITE 210,SEATTLE,WA
100449580,B.3,DUNSH  291,Candidate,DUNSHEE HANS M,HANS,M,DUNSHEE,STATE REPRESENTATIVE,STATE REPRESENTATIVE,43,2,DEMOCRAT,LEG DISTRICT 43 - HOUSE,KING,Legislative,2012,129.79,DEBT,9/1/11,9/30/11,5/2/11,Operation and Overhead,REIMB. MTG EXP (MERCATO),CHOPP FRANK V,1414 DEXTER AVENUE N SUITE 210,SEATTLE,WA
100449351,B.3,VANDK  382,Candidate,VAN DE WEGE KEVIN W,KEVIN,W,VAN DE WEGE,STATE REPRESENTATIVE,STATE REPRESENTATIVE,43,2,DEMOCRAT,LEG DISTRICT 43 - HOUSE,KING,Legislative,2012,129.79,DEBT,9/1/11,9/30/11,5/2/11,Operation and Overhead,REIMB. MTG EXP (MERCATO),CHOPP FRANK V,1414 DEXTER AVENUE N SUITE 210,SEATTLE,WA
100440334,B.3,DUNSH  291,Candidate,DUNSHEE HANS M,HANS,M,DUNSHEE,STATE REPRESENTATIVE,STATE REPRESENTATIVE,45,2,DEMOCRAT,LEG DISTRICT 45 - HOUSE,KING,Legislative,2012,1600,DEBT,6/1/11,6/30/11,6/30/11,Operation and Overhead,JUNE FUNDRAISING,RUDERMAN CONSULTING,11508 NE  107TH PLACE ,KIRKLAND,WA
100446166,B.3,CODYE  126,Candidate,CODY EILEEN L,EILEEN,L,CODY,STATE REPRESENTATIVE,STATE REPRESENTATIVE,43,2,DEMOCRAT,LEG DISTRICT 43 - HOUSE,KING,Legislative,2012,129.79,DEBT,9/1/11,9/30/11,5/2/11,Operation and Overhead,REIMB. MTG EXP (MERCATO),CHOPP FRANK V,1414 DEXTER AVENUE N SUITE 210,SEATTLE,WA
100449576,B.3,CODYE  126,Candidate,CODY EILEEN L,EILEEN,L,CODY,STATE REPRESENTATIVE,STATE REPRESENTATIVE,21,2,DEMOCRAT,LEG DISTRICT 21 - HOUSE,SNOHOMISH,Legislative,2012,2500,DEBT,12/1/11,12/31/11,11/5/10,Operation and Overhead,WIN BONUS,TR STRATEGIES,1612 SPRINGWOOD AVENUE NE ,OLYMPIA,WA
100449615,B.3,PETTE  118,Candidate,PETTIGREW ERIC,ERIC,,PETTIGREW,STATE REPRESENTATIVE,STATE REPRESENTATIVE,21,2,DEMOCRAT,LEG DISTRICT 21 - HOUSE,SNOHOMISH,Legislative,2012,250,DEBT,1/1/12,1/31/12,11/30/10,Operation and Overhead,NOVEMBER TREASURY,ARGO STRATEGIES,PO BOX 9100 ,SEATTLE,WA
100439636,B.3,KELLT  406,Candidate,KELLEY TROY X,TROY,X,KELLEY,STATE REPRESENTATIVE,STATE REPRESENTATIVE,26,2,REPUBLICAN,LEG DISTRICT 26 - HOUSE,PIERCE,Legislative,2012,62.97,DEBT,10/1/11,10/31/11,10/16/11,,OFFICE SUPPLIES/ WATER FOR KICKOFF,RICHARDS DOUGLAS R,P.O. BOX 1052,PORT ORCHARD,WA
100457723,B.3,BOWMW  102,Candidate,BOWMAN WILLIAM A,WILLIAM,A,BOWMAN,SUPERIOR COURT JUDGE,STATE REPRESENTATIVE,26,2,DEMOCRAT,LEG DISTRICT 26 - HOUSE,PIERCE,Legislative,2012,300,DEBT,11/1/11,11/30/11,11/30/11,Operation and Overhead,NOVEMBER TREASURY,ARGO STRATEGIES,PO BOX 9100 ,SEATTLE,WA
100450132,B.3,HUNTR  039,Candidate,HUNTER ROSS A,ROSS,A,HUNTER,STATE REPRESENTATIVE,STATE REPRESENTATIVE,47,2,DEMOCRAT,LEG DISTRICT 47 - HOUSE,KING,Legislative,2012,300,DEBT,11/1/11,11/30/11,11/30/11,Operation and Overhead,NOVEMBER TREASURY,ARGO STRATEGIES,PO BOX 9100 ,SEATTLE,WA
100459086,B.3,FERGR  115,Candidate,FERGUSON ROBERT W,ROBERT,W,FERGUSON,ATTORNEY GENERAL,STATE REPRESENTATIVE,48,1,DEMOCRAT,LEG DISTRICT 48 - HOUSE,KING,Legislative,2012,647.25,DEBT,11/1/11,11/30/11,11/30/11,,ACCOUNTING/COMPLIANCE,PROJECT ACCOUNTING SERVICES,603 STEWART ST STE 819,SEATTLE,WA
100440400,B.3,CODYE  126,Candidate,CODY EILEEN L,EILEEN,L,CODY,STATE REPRESENTATIVE,STATE SENATOR,40,,DEMOCRAT,LEG DISTRICT 40 - SENATE,SKAGIT,Legislative,2012,300,DEBT,10/1/11,10/31/11,10/31/11,Management Services,OCTOBER TREASURY,ARGO STRATEGIES,PO BOX 9100,SEATTLE,WA
100457722,B.3,CODYE  126,Candidate,CODY EILEEN L,EILEEN,L,CODY,STATE REPRESENTATIVE,STATE REPRESENTATIVE,45,2,DEMOCRAT,LEG DISTRICT 45 - HOUSE,KING,Legislative,2012,300,DEBT,11/1/11,11/30/11,11/30/11,Operation and Overhead,NOVEMBER TREASURY,ARGO STRATEGIES,PO BOX 9100 ,SEATTLE,WA
100457829,B.3,PETTE  118,Candidate,PETTIGREW ERIC,ERIC,,PETTIGREW,STATE REPRESENTATIVE,STATE REPRESENTATIVE,43,2,DEMOCRAT,LEG DISTRICT 43 - HOUSE,KING,Legislative,2012,129.79,DEBT,9/1/11,9/30/11,5/2/11,Operation and Overhead,REIMB. MTG EXP (MERCATO),CHOPP FRANK V,1414 DEXTER AVENUE N SUITE 210,SEATTLE,WA
100449618,B.3,RANKK  250,Candidate,RANKER KEVIN M,KEVIN,M,RANKER,STATE SENATOR,STATE REPRESENTATIVE,43,2,DEMOCRAT,LEG DISTRICT 43 - HOUSE,KING,Legislative,2012,129.79,DEBT,9/1/11,9/30/11,5/2/11,Operation and Overhead,REIMB. MTG EXP (MERCATO),CHOPP FRANK V,1414 DEXTER AVENUE N SUITE 210,SEATTLE,WA
100441090,B.3,SULLP  042,Candidate,SULLIVAN PATRICK J,PATRICK,J,SULLIVAN,STATE REPRESENTATIVE,STATE TREASURER,,,DEMOCRAT,"TREASURER, OFFICE OF STATE",,Statewide,2012,2100.03,DEBT,11/1/11,11/30/11,11/30/11,,CONSULTING/POSTAGE,SOUTH COVE STRATEGIES,422 YALE AVE N #507,SEATTLE,WA
100458416,B.3,CLIFE  113,Candidate,CLIFTHORNE EVAN H,EVAN,H,CLIFTHORNE,STATE REPRESENTATIVE,STATE REPRESENTATIVE,43,2,DEMOCRAT,LEG DISTRICT 43 - HOUSE,KING,Legislative,2012,129.79,DEBT,9/1/11,9/30/11,5/2/11,Operation and Overhead,REIMB. MTG EXP (MERCATO),CHOPP FRANK V,1414 DEXTER AVENUE N SUITE 210,SEATTLE,WA
100458522,B.3,TARLG  109,Candidate,TARLETON GAEL D,GAEL,D,TARLETON,STATE REPRESENTATIVE,STATE REPRESENTATIVE,43,2,DEMOCRAT,LEG DISTRICT 43 - HOUSE,KING,Legislative,2012,129.79,DEBT,9/1/11,9/30/11,5/2/11,Operation and Overhead,REIMB. MTG EXP (MERCATO),CHOPP FRANK V,1414 DEXTER AVENUE N SUITE 210,SEATTLE,WA
100458621,B.3,HAMID  528,Candidate,HAMILTON DENNIS K,DENNIS,K,HAMILTON,COUNTY COMMISSIONER,STATE REPRESENTATIVE,45,2,DEMOCRAT,LEG DISTRICT 45 - HOUSE,KING,Legislative,2012,300,DEBT,11/1/11,11/30/11,11/30/11,Operation and Overhead,NOVEMBER TREASURY,ARGO STRATEGIES,PO BOX 9100 ,SEATTLE,WA
100440856,B.3,MORRJ  273,Candidate,MORRIS JEFFREY R,JEFFREY,R,MORRIS,STATE REPRESENTATIVE,STATE REPRESENTATIVE,45,2,DEMOCRAT,LEG DISTRICT 45 - HOUSE,KING,Legislative,2012,1600,DEBT,6/1/11,6/30/11,6/30/11,Operation and Overhead,JUNE FUNDRAISING,RUDERMAN CONSULTING,11508 NE  107TH PLACE ,KIRKLAND,WA
100458303,B.3,MCINJ  115,Candidate,MCINTIRE JAMES L,JAMES,L,MCINTIRE,STATE TREASURER,STATE REPRESENTATIVE,43,2,DEMOCRAT,LEG DISTRICT 43 - HOUSE,KING,Legislative,2012,129.79,DEBT,9/1/11,9/30/11,5/2/11,Operation and Overhead,REIMB. MTG EXP (MERCATO),CHOPP FRANK V,1414 DEXTER AVENUE N SUITE 210,SEATTLE,WA
100458409,B.3,LADEJ2 408,Candidate,LADENBURG JOHN W SR,JOHN,W,LADENBURG,STATE SUPREME COURT JUSTICE,STATE REPRESENTATIVE,43,2,DEMOCRAT,LEG DISTRICT 43 - HOUSE,KING,Legislative,2012,129.79,DEBT,9/1/11,9/30/11,5/2/11,Operation and Overhead,REIMB. MTG EXP (MERCATO),CHOPP FRANK V,1414 DEXTER AVENUE N SUITE 210,SEATTLE,WA
100450777,B.3,MULLM  027,Candidate,MULLET MARK D,MARK,D,MULLET,STATE SENATOR,STATE REPRESENTATIVE,43,2,DEMOCRAT,LEG DISTRICT 43 - HOUSE,KING,Legislative,2012,129.79,DEBT,9/1/11,9/30/11,5/2/11,Operation and Overhead,REIMB. MTG EXP (MERCATO),CHOPP FRANK V,1414 DEXTER AVENUE N SUITE 210,SEATTLE,WA
100454339,B.3,MULLM  027,Candidate,MULLET MARK D,MARK,D,MULLET,STATE SENATOR,STATE SUPREME COURT JUSTICE,,9,NON PARTISAN,SUPREME COURT,,Judicial,2012,376.5,DEBT,2/1/12,2/29/12,2/29/12,,ACCOUNTING/COMPLIANCE,PROJECT ACCOUNTING SERVICES,603 STEWART ST #819,SEATTLE,WA
100454720,B.3,CLIBJ  040,Candidate,CLIBBORN JUDITH R,JUDITH,R,CLIBBORN,STATE REPRESENTATIVE,STATE REPRESENTATIVE,34,1,DEMOCRAT,LEG DISTRICT 34 - HOUSE,KING,Legislative,2012,300,DEBT,11/1/11,11/30/11,11/30/11,Operation and Overhead,NOVEMBER TREASURY,ARGO STRATEGIES,PO BOX 9100 ,SEATTLE,WA
100446156,B.3,CLIBJ  040,Candidate,CLIBBORN JUDITH R,JUDITH,R,CLIBBORN,STATE REPRESENTATIVE,ATTORNEY GENERAL,,,DEMOCRAT,"ATTORNEY GENERAL, OFFICE OF",,Statewide,2012,1210.5,DEBT,6/1/11,6/30/11,6/30/11,,ACCOUNTING/COMPLIANCE,PROJECT ACCOUNTING SERVICES,603 STEWART ST STE 819,SEATTLE,WA
100441029,B.3,SEAQL  335,Candidate,SEAQUIST LARRY R,LARRY,R,SEAQUIST,STATE REPRESENTATIVE,ATTORNEY GENERAL,,,DEMOCRAT,"ATTORNEY GENERAL, OFFICE OF",,Statewide,2012,1210.5,DEBT,6/1/11,6/30/11,6/30/11,,ACCOUNTING/COMPLIANCE,PROJECT ACCOUNTING SERVICES,603 STEWART ST STE 819,SEATTLE,WA
100461964,B.3,MCCLS  104,Candidate,MCCLOUD SHERYL G,SHERYL,G,MCCLOUD,STATE SUPREME COURT JUSTICE,SUPERIOR COURT JUDGE,,40,NON PARTISAN,KING CO SUPERIOR COURT,KING,Judicial,2012,1200,DEBT,1/6/12,1/31/12,1/31/12,,CAMPAIGN MANAGEMENT,FALESCHINI JAKE,700 BROADWAY AVE E #302,SEATTLE,WA
100462001,B.3,HOERD  115,Candidate,HOERLER DUSTY A,DUSTY,A,HOERLER,STATE REPRESENTATIVE,SUPERIOR COURT JUDGE,,40,NON PARTISAN,KING CO SUPERIOR COURT,KING,Judicial,2012,1200,DEBT,1/6/12,1/31/12,1/31/12,,CAMPAIGN MANAGEMENT,FALESCHINI JAKE,700 BROADWAY AVE E #302,SEATTLE,WA
100462025,B.3,NICKG  116,Candidate,NICKELS GREGORY J,GREGORY,J,NICKELS,SECRETARY OF STATE,SUPERIOR COURT JUDGE,,40,NON PARTISAN,KING CO SUPERIOR COURT,KING,Judicial,2012,1200,DEBT,1/6/12,1/31/12,1/31/12,,CAMPAIGN MANAGEMENT,FALESCHINI JAKE,700 BROADWAY AVE E #302,SEATTLE,WA
100462204,B.3,BROWL  204,Candidate,BROWN LISA J,LISA,J,BROWN,STATE SENATOR,STATE SENATOR,5,,DEMOCRAT,LEG DISTRICT 05 - SENATE,KING,Legislative,2012,2500,DEBT,3/1/12,3/31/12,3/31/12,,BONUS (CONTINGENT),ISABEL R. VANDERSLICE,1880 25TH AVE NE #212,ISSAQUAH,WA
100462294,B.3,LIIAM  204,Candidate,LIIAS MARKO S,MARKO,S,LIIAS,STATE REPRESENTATIVE,COUNTY COMMISSIONER,,1,DEMOCRAT,MASON CO,MASON,Local,2012,1000,DEBT,4/1/12,4/30/12,2/1/12,,JANUARY SERVICES,TRAINING ASSOCIATES PACIFIC,381 NE TIGER WAY E,BELFAIR,WA
